row_idx,entity_id,old_industry,new_industry,reason,score,sector_hint
0,ext::ungc::natura-co-br,agro_food_beverage,agro_food,weighted,5.5,
1,ext::ungc::copel-companhia-paranaense-de-energia-br,energy_power_utilities,energy_power,weighted,2.0,
2,ext::ungc::samarco-mineracao-s-a-br,mining_materials,mining_metals,weighted,5.0,
3,ext::ungc::suzano-s-a-br,industrial_manufacturing,manufacturing,weighted,3.0,
4,ext::ungc::masisa-s-a-cl,construction_infrastructure_realestate,construction_realestate,weighted,3.0,
5,581,finance_insurance_capital,finance_insurance,weighted,5.5,
6,59,finance_insurance_capital,finance_insurance,weighted,5.5,
7,ext::ungc::ccu-s-a-cl,agro_food_beverage,agro_food,weighted,5.5,
8,ext::ungc::instituto-ethos-de-empresas-e-responsibilidade-social-br,transport_mobility_logistics,public_social_education,alias,,
9,ext::ungc::fundacao-dom-cabral-br,ict_digital_media,ict_telecom,weighted,2.0,
10,ext::ungc::fiep-federa-o-das-ind-strias-do-estado-do-paran-br,transport_mobility_logistics,transport_logistics,weighted,7.5,
11,ext::ungc::gs1-brasil-associacao-brasileira-de-automocao-br,transport_mobility_logistics,transport_logistics,weighted,7.5,
12,ext::ungc::fiesp-federacao-das-industrias-do-estado-de-sao-paulo-br,transport_mobility_logistics,transport_logistics,weighted,7.5,
13,ext::ungc::banco-fibra-br,finance_insurance_capital,finance_insurance,weighted,5.5,
14,ext::ungc::itau-unibanco-sa-br,finance_insurance_capital,finance_insurance,weighted,5.5,
15,ext::ungc::colegio-lacordaire-sant-anna-sc-ltda-br,ict_digital_media,public_social_education,alias,,
17,ext::ungc::grupo-pao-de-acucar-companhia-brasileira-de-distribuicao-br,retail_consumer_services,retail_consumer,weighted,6.0,
18,ext::ungc::klabin-s-a-br,industrial_manufacturing,manufacturing,weighted,3.0,
19,ext::ungc::serasa-experian-br,agro_food_beverage,agro_food,weighted,5.5,
20,ext::ungc::grupo-boticario-br,agro_food_beverage,agro_food,weighted,5.5,
21,ext::ungc::federaci-n-nacional-de-cafeteros-de-colombia-co,agro_food_beverage,agro_food,weighted,5.5,
22,ext::ungc::sebrae-br,ict_digital_media,ict_telecom,weighted,2.0,
23,ext::ungc::elektro-redes-s-a-br,energy_power_utilities,energy_power,weighted,2.0,
24,ext::ungc::universidad-del-pacifico-pe,ict_digital_media,public_social_education,alias,,
25,855,finance_insurance_capital,finance_insurance,weighted,5.5,
27,1001,finance_insurance_capital,finance_insurance,weighted,5.5,
28,ext::ungc::abrh-brasil-br,transport_mobility_logistics,transport_logistics,weighted,7.5,
29,ext::ungc::cpfl-energia-s-a-br,energy_power_utilities,energy_power,weighted,2.0,
30,ext::ungc::asociacion-civil-estudios-y-proyectos-ar,ict_digital_media,ict_telecom,weighted,2.0,
31,316,transport_mobility_logistics,transport_logistics,weighted,7.5,
32,ext::ungc::agricola-chapi-s-a-pe,agro_food_beverage,agro_food,weighted,5.5,
33,1,mining_materials,mining_metals,weighted,5.0,
34,ext::ungc::uni-n-andina-de-cementos-s-a-a-unacem-pe,construction_infrastructure_realestate,construction_realestate,weighted,3.0,
35,ext::ungc::datum-internacional-s-a-pe,industrial_manufacturing,manufacturing,weighted,3.0,
36,ext::ungc::ilender-peru-s-a-pe,ict_digital_media,healthcare_pharma_biotech,weighted,5.5,
37,ext::ungc::argenti-lemon-ar,agro_food_beverage,agro_food,weighted,5.5,
38,ext::ungc::ferreycorp-pe,industrial_manufacturing,manufacturing,weighted,3.0,
39,ext::ungc::red-de-energia-del-peru-s-a-pe,energy_power_utilities,energy_power,weighted,2.0,
40,ext::ungc::veracel-celulose-s-a-br,industrial_manufacturing,manufacturing,weighted,3.0,
41,ext::ungc::instituto-curitiba-de-informatica-br,ict_digital_media,public_social_education,alias,,
42,ext::ungc::securitas-peru-pe,industrial_manufacturing,manufacturing,weighted,3.0,
43,ext::ungc::bbva-mx,finance_insurance_capital,finance_insurance,weighted,5.5,
44,ext::ungc::instituto-de-estudos-legislativos-brasileiro-idelb-br,ict_digital_media,public_social_education,alias,,
45,948,oil_gas,transport_logistics,weighted,5.5,
46,ext::ungc::holcim-argentina-ar,construction_infrastructure_realestate,construction_realestate,weighted,3.0,
47,ext::ungc::grupo-clarin-s-a-ar,ict_digital_media,ict_telecom,weighted,2.0,
48,735,transport_mobility_logistics,transport_logistics,weighted,7.5,
49,299,ict_digital_media,ict_telecom,weighted,4.5,
51,ext::ungc::grupo-motta-ar,agro_food_beverage,agro_food,weighted,5.5,
53,ext::ungc::bbva-banco-frances-s-a-ar,finance_insurance_capital,finance_insurance,weighted,5.5,
54,948,oil_gas,transport_logistics,weighted,5.5,
55,ext::ungc::empresa-de-distribucion-electrica-de-tucuman-edet-s-a-ar,energy_power_utilities,energy_power,weighted,2.0,
56,ext::ungc::cia-azucarera-los-balcanes-s-a-ar,energy_power_utilities,energy_power,weighted,2.0,
57,ext::ungc::universidad-nacional-de-villa-maria-ar,ict_digital_media,public_social_education,alias,,
58,ext::ungc::invap-s-e-ar,ict_digital_media,manufacturing,weighted,2.0,
59,ext::ungc::taranto-san-juan-s-a-ar,ict_digital_media,ict_telecom,weighted,2.0,
60,ext::ungc::instituto-argentino-de-normalizacion-iram-ar,ict_digital_media,public_social_education,alias,,
61,592,retail_consumer_services,retail_consumer,weighted,6.0,
62,ext::ungc::asociacion-cristiana-de-dirigentes-de-empresa-argentina-ar,transport_mobility_logistics,transport_logistics,weighted,7.5,
63,ext::ungc::deloitte-co-sa-ar,agro_food_beverage,agro_food,weighted,5.5,
64,ext::ungc::empresa-provincial-de-energia-de-cordoba-ar,energy_power_utilities,energy_power,weighted,2.0,
65,ext::ungc::abrapp-associacao-brasileira-das-entidades-fechadas-de-previ-br,ict_digital_media,ict_telecom,weighted,2.0,
66,948,oil_gas,transport_logistics,weighted,5.5,
67,ext::ungc::basso-s-a-ar,ict_digital_media,ict_telecom,weighted,2.0,
68,ext::ungc::banco-galicia-ar,finance_insurance_capital,finance_insurance,weighted,5.5,
69,ext::ungc::asociacion-de-bancos-de-la-argentina-aba-ar,finance_insurance_capital,finance_insurance,weighted,5.5,
70,ext::ungc::cooperativa-electrica-colon-bs-as-ar,transport_mobility_logistics,transport_logistics,weighted,7.5,
71,ext::ungc::covemat-s-r-l-ar,transport_mobility_logistics,transport_logistics,weighted,7.5,
72,ext::ungc::la-voz-del-interior-s-a-ar,ict_digital_media,ict_telecom,weighted,2.0,
73,173,finance_insurance_capital,finance_insurance,weighted,2.5,
74,ext::ungc::tecnovo-s-a-ar,agro_food_beverage,agro_food,weighted,5.5,
75,1015,agro_food_beverage,agro_food,weighted,5.5,
76,ext::ungc::enel-generacion-chile-cl,energy_power_utilities,energy_power,weighted,2.0,
77,ext::ungc::union-industrial-argentina-ar,transport_mobility_logistics,transport_logistics,weighted,7.5,
78,855,finance_insurance_capital,finance_insurance,weighted,5.5,
79,1191,construction_infrastructure_realestate,construction_realestate,weighted,3.0,
80,ext::ungc::schneider-electric-argentina-ar,energy_power_utilities,energy_power,weighted,2.0,
82,ext::ungc::fundacion-grupo-social-co,ict_digital_media,public_social_education,alias,,
83,ext::ungc::enel-distribucion-chile-cl,energy_power_utilities,energy_power,weighted,2.0,
84,ext::ungc::enel-generacion-peru-s-a-a-pe,energy_power_utilities,energy_power,weighted,2.0,
87,ext::ungc::universidad-externado-de-colombia-co,ict_digital_media,public_social_education,alias,,
88,ext::ungc::carbones-del-cerrejon-limited-co,mining_materials,mining_metals,weighted,5.0,
89,ext::ungc::basf-argentina-s-a-ar,agro_food_beverage,agro_food,weighted,5.5,
90,ext::ungc::unilever-de-argentina-ar,industrial_manufacturing,manufacturing,weighted,3.0,
91,ext::ungc::mastellone-hermanos-s-a-ar,agro_food_beverage,agro_food,weighted,5.5,
92,ext::ungc::siemens-s-a-ar,industrial_manufacturing,manufacturing,weighted,3.0,
93,292,retail_consumer_services,retail_consumer,weighted,6.0,
94,ext::ungc::eletropaulo-metropolitana-eletricidade-de-sao-paulo-s-a-br,energy_power_utilities,energy_power,weighted,2.0,
95,ext::ungc::la-agricola-regional-cooperativa-limitida-agropecruaria-de-c-ar,agro_food_beverage,agro_food,weighted,5.5,
96,ext::ungc::enel-cien-br,energy_power_utilities,energy_power,weighted,2.0,
97,ext::ungc::lions-clube-curitiba-batel-br,ict_digital_media,ict_telecom,weighted,2.0,
98,ext::ungc::fundacion-aviatur-co,ict_digital_media,public_social_education,alias,,
99,ext::ungc::asociaci-n-nacional-de-empresarios-andi-co,transport_mobility_logistics,transport_logistics,weighted,7.5,
100,ext::ungc::telefonica-colombia-co,ict_digital_media,ict_telecom,weighted,4.5,
102,ext::ungc::interconexion-electrica-s-a-isa-esp-co,energy_power_utilities,energy_power,weighted,2.0,
103,ext::ungc::etb-empresa-de-telecomunicaciones-de-bogota-co,ict_digital_media,ict_telecom,weighted,4.5,
105,ext::ungc::enel-generacion-piura-s-a-pe,energy_power_utilities,energy_power,weighted,2.0,
106,ext::ungc::fundacion-cultural-baur-a-c-colegio-carol-baur-mx,ict_digital_media,public_social_education,alias,,
107,ext::ungc::b3-br,finance_insurance_capital,ict_telecom,weighted,3.0,
108,ext::ungc::internacional-de-ceramica-s-a-b-de-c-v-mx,construction_infrastructure_realestate,construction_realestate,weighted,3.0,
109,1188,agro_food_beverage,agro_food,weighted,5.5,
111,ext::ungc::grupo-kaltex-mx,agro_food_beverage,agro_food,weighted,5.5,
113,ext::ungc::galletera-de-puebla-s-a-de-c-v-mx,agro_food_beverage,agro_food,weighted,5.5,
114,ext::ungc::basf-mexicana-s-a-de-c-v-mx,agro_food_beverage,agro_food,weighted,5.5,
115,ext::ungc::gruma-s-a-de-c-v-mx,agro_food_beverage,agro_food,weighted,5.5,
116,ext::ungc::grupo-lala-s-a-b-de-c-v-mx,agro_food_beverage,agro_food,weighted,5.5,
117,ext::ungc::alfa-s-a-b-de-c-v-mx,industrial_manufacturing,manufacturing,weighted,3.0,
118,ext::ungc::monex-grupo-financiero-s-a-de-c-v-mx,finance_insurance_capital,finance_insurance,weighted,5.5,
119,1126,industrial_manufacturing,manufacturing,weighted,3.0,
120,ext::ungc::copachisa-s-a-de-c-v-mx,construction_infrastructure_realestate,construction_realestate,weighted,3.0,
121,ext::ungc::delphinus-mx,hospitality_tourism_leisure,healthcare_pharma_biotech,alias,,
122,ext::ungc::paulina-youth-hostel-mx,hospitality_tourism_leisure,healthcare_pharma_biotech,alias,,
123,ext::ungc::bombril-s-a-br,industrial_manufacturing,manufacturing,weighted,3.0,
124,ext::ungc::enel-distribucion-peru-s-a-a-pe,energy_power_utilities,energy_power,weighted,2.0,
125,ext::ungc::agr-cola-chaparral-s-a-de-c-v-mx,agro_food_beverage,agro_food,weighted,5.5,
126,ext::ungc::industrias-penoles-s-a-b-de-c-v-mx,mining_materials,mining_metals,weighted,5.0,
127,ext::ungc::grupo-tuvanosa-mx,retail_consumer_services,retail_consumer,weighted,6.0,
128,ext::ungc::promotora-accse-s-a-de-c-v-mx,industrial_manufacturing,manufacturing,weighted,3.0,
129,ext::ungc::bio-pappel-s-a-de-c-v-mx,industrial_manufacturing,manufacturing,weighted,3.0,
130,ext::ungc::felipe-ochoa-y-asociados-s-c-mx,industrial_manufacturing,manufacturing,weighted,3.0,
131,ext::ungc::promon-s-a-br,construction_infrastructure_realestate,construction_realestate,weighted,3.0,
132,ext::ungc::la-viga-s-a-pe,construction_infrastructure_realestate,construction_realestate,weighted,3.0,
133,497,finance_insurance_capital,finance_insurance,weighted,5.5,
134,ext::ungc::centrais-electricas-brasileiras-s-a-eletrobras-br,energy_power_utilities,energy_power,weighted,2.0,
136,855,energy_power_utilities,finance_insurance,weighted,3.0,
137,ext::ungc::frisby-s-a-co,agro_food_beverage,agro_food,weighted,5.5,
138,ext::ungc::hada-s-a-co,industrial_manufacturing,manufacturing,weighted,3.0,
139,ext::ungc::cremer-a-americana-s-a-p-i-de-c-v-mx,agro_food_beverage,agro_food,weighted,5.5,
141,ext::ungc::caritas-de-queretaro-i-a-p-mx,ict_digital_media,ict_telecom,weighted,2.0,
142,1093,agro_food_beverage,retail_consumer,weighted,6.0,
143,ext::ungc::mapfre-m-xico-s-a-mx,agro_food_beverage,agro_food,weighted,5.5,
146,ext::ungc::zimat-consultores-comunicacion-total-s-a-de-c-v-mx,industrial_manufacturing,manufacturing,weighted,3.0,
147,59,finance_insurance_capital,finance_insurance,weighted,5.5,
148,1129,finance_insurance_capital,finance_insurance,weighted,5.5,
149,ext::ungc::grupo-los-grobo-los-grobo-agropecuaria-sa-ar,agro_food_beverage,agro_food,weighted,5.5,
150,ext::ungc::corporaci-n-club-el-nogal-co,ict_digital_media,ict_telecom,weighted,2.0,
151,ext::ungc::eletronuclear-br,energy_power_utilities,energy_power,weighted,2.0,
152,ext::ungc::wsp-cl,construction_infrastructure_realestate,construction_realestate,weighted,3.0,
153,ext::ungc::randstad-argentina-ar,industrial_manufacturing,manufacturing,weighted,3.0,
155,ext::ungc::enel-distribuicao-rio-br,energy_power_utilities,energy_power,weighted,2.0,
157,ext::ungc::concepta-ingredients-br,retail_consumer_services,retail_consumer,weighted,6.0,
158,ext::ungc::gcc-mx,construction_infrastructure_realestate,construction_realestate,weighted,3.0,
159,ext::ungc::emgesa-s-a-esp-co,industrial_manufacturing,manufacturing,weighted,3.0,
160,855,finance_insurance_capital,finance_insurance,weighted,5.5,
161,ext::ungc::unilever-chile-ltda-cl,construction_infrastructure_realestate,construction_realestate,weighted,3.0,
162,ext::ungc::enel-brasil-s-a-br,energy_power_utilities,energy_power,weighted,2.0,
163,ext::ungc::enel-distribuicao-ceara-br,industrial_manufacturing,manufacturing,weighted,3.0,
164,ext::ungc::enel-geracao-fortaleza-br,energy_power_utilities,energy_power,weighted,2.0,
165,ext::ungc::enel-green-power-cachoeira-dourada-br,energy_power_utilities,energy_power,weighted,2.0,
166,ext::ungc::statkraft-chile-inversiones-electricas-ltda-cl,energy_power_utilities,energy_power,weighted,2.0,
167,448,industrial_manufacturing,manufacturing,weighted,3.0,
168,ext::ungc::universidad-militar-nueva-granada-co,ict_digital_media,public_social_education,alias,,
170,ext::ungc::feged-business-advisors-co,transport_mobility_logistics,transport_logistics,weighted,7.5,
171,ext::ungc::companhia-energ-tica-do-rio-grande-do-norte-cosern-br,energy_power_utilities,energy_power,weighted,2.0,
173,ext::ungc::companhia-energetica-de-pernambuco-celpe-br,energy_power_utilities,energy_power,weighted,2.0,
174,ext::ungc::companhia-de-eletricidade-do-estado-da-bahia-coelba-br,energy_power_utilities,energy_power,weighted,2.0,
175,ext::ungc::eternit-s-a-br,construction_infrastructure_realestate,construction_realestate,weighted,3.0,
176,ext::ungc::braskem-s-a-br,agro_food_beverage,agro_food,weighted,5.5,
177,953,agro_food_beverage,agro_food,weighted,5.5,
178,ext::ungc::grupo-logistico-andreani-ar,transport_mobility_logistics,transport_logistics,weighted,7.5,
179,ext::ungc::instituto-paradigma-br,ict_digital_media,public_social_education,alias,,
180,ext::ungc::belcorp-pe,agro_food_beverage,agro_food,weighted,5.5,
181,ext::ungc::grupo-bol-var-s-a-co,finance_insurance_capital,ict_telecom,weighted,3.0,
182,ext::ungc::neoenergia-s-a-br,energy_power_utilities,energy_power,weighted,2.0,
183,ext::ungc::kpmg-cardenas-dosal-s-c-mx,industrial_manufacturing,manufacturing,weighted,3.0,
184,ext::ungc::light-s-a-br,energy_power_utilities,energy_power,weighted,2.0,
185,ext::ungc::organizacion-corona-s-a-co,construction_infrastructure_realestate,construction_realestate,weighted,3.0,
186,ext::ungc::zona-franca-de-bogota-s-a-co,industrial_manufacturing,manufacturing,weighted,3.0,
187,ext::ungc::camara-de-comercio-de-bogota-co,transport_mobility_logistics,transport_logistics,weighted,7.5,
188,418,finance_insurance_capital,finance_insurance,weighted,5.5,
189,ext::ungc::centro-internacional-de-negocios-y-exposiciones-de-bogot-cor-co,agro_food_beverage,agro_food,weighted,5.5,
190,ext::ungc::caracol-television-s-a-co,ict_digital_media,ict_telecom,weighted,2.0,
191,ext::ungc::american-chamber-of-commerce-of-peru-pe,retail_consumer_services,retail_consumer,weighted,6.0,
192,ext::ungc::redinter-pe,energy_power_utilities,energy_power,weighted,2.0,
193,ext::ungc::irani-papel-e-embalagem-s-a-br,industrial_manufacturing,manufacturing,weighted,3.0,
194,ext::ungc::sms-latinoamerica-ar,transport_mobility_logistics,transport_logistics,weighted,7.5,
196,ext::ungc::sodimac-s-a-cl,retail_consumer_services,retail_consumer,weighted,6.0,
197,ext::ungc::kretz-s-a-ar,energy_power_utilities,energy_power,weighted,2.0,
198,ext::ungc::dexco-br,agro_food_beverage,agro_food,weighted,5.5,
199,ext::ungc::superintendencia-de-sociedades-co,ict_digital_media,ict_telecom,weighted,2.0,
200,ext::ungc::conselho-federal-de-administracao-br,ict_digital_media,public_social_education,weighted,3.0,
201,ext::ungc::mattos-filho-veiga-filho-marrey-jr-e-quiroga-advogados-br,industrial_manufacturing,manufacturing,weighted,3.0,
202,ext::ungc::bbva-colombia-co,finance_insurance_capital,ict_telecom,weighted,3.0,
203,ext::ungc::cushman-and-wakefield-consultoria-imobiliaria-ltda-br,construction_infrastructure_realestate,construction_realestate,weighted,5.5,
204,ext::ungc::funda-o-abrinq-pelos-direitos-da-crian-a-e-do-adolescente-br,ict_digital_media,ict_telecom,weighted,2.0,
205,ext::ungc::grupo-mapfre-brasil-br,finance_insurance_capital,finance_insurance,weighted,2.5,
206,ext::ungc::tim-sa-br,ict_digital_media,ict_telecom,weighted,4.5,
207,ext::ungc::genomma-lab-internacional-s-a-b-de-c-v-mx,agro_food_beverage,agro_food,weighted,5.5,
208,ext::ungc::gensa-gesti-n-energ-tica-s-a-esp-co,energy_power_utilities,energy_power,weighted,2.0,
209,1131,ict_digital_media,ict_telecom,weighted,4.5,
210,970,mining_materials,mining_metals,weighted,5.0,
211,ext::ungc::sinago-sindicato-dos-administradores-de-goiania-br,ict_digital_media,public_social_education,weighted,3.0,
212,ext::ungc::jci-rosario-ar,ict_digital_media,ict_telecom,weighted,2.0,
213,ext::ungc::cnp-seguros-holding-brasil-br,finance_insurance_capital,finance_insurance,weighted,2.5,
214,ext::ungc::grupo-xcaret-mx,hospitality_tourism_leisure,healthcare_pharma_biotech,alias,,
215,ext::ungc::embraer-s-a-br,agro_food_beverage,agro_food,weighted,5.5,
216,ext::ungc::amara-brasil-ltda-br,transport_mobility_logistics,transport_logistics,weighted,7.5,
217,ext::ungc::german-brazilian-chamber-of-industry-and-commerce-br,retail_consumer_services,retail_consumer,weighted,6.0,
218,ext::ungc::ntt-data-business-solutions-brazil-br,ict_digital_media,ict_telecom,weighted,5.0,
219,ext::ungc::newland-empreendimentos-imobiliarios-ltda-br,construction_infrastructure_realestate,construction_realestate,weighted,5.5,
220,ext::ungc::camposol-s-a-pe,agro_food_beverage,agro_food,weighted,5.5,
221,ext::ungc::asociaci-n-colombiana-de-exportadores-de-flores-asocolflores-co,transport_mobility_logistics,transport_logistics,weighted,7.5,
222,ext::ungc::cencosud-colombia-co,retail_consumer_services,retail_consumer,weighted,6.0,
223,ext::ungc::fundacion-argeninta-ar,ict_digital_media,public_social_education,alias,,
224,ext::ungc::asociaci-n-nacional-de-empresas-de-servicios-p-blicos-y-comu-co,transport_mobility_logistics,transport_logistics,weighted,7.5,
225,ext::ungc::casa-cientifica-blanco-cia-co,ict_digital_media,healthcare_pharma_biotech,weighted,5.5,
226,ext::ungc::casa-toro-automotriz-s-a-co,agro_food_beverage,agro_food,weighted,5.5,
227,ext::ungc::fondo-nacional-de-fomento-al-turismo-mx,ict_digital_media,ict_telecom,weighted,2.0,
228,ext::ungc::metalia-ms-s-a-de-c-v-mx,industrial_manufacturing,manufacturing,weighted,3.0,
230,ext::ungc::productos-de-acero-cassado-sa-pe,construction_infrastructure_realestate,construction_realestate,weighted,3.0,
231,ext::ungc::m-bigucci-comercio-e-empreendimentos-imobiliarios-ltda-br,construction_infrastructure_realestate,construction_realestate,weighted,5.5,
232,ext::ungc::asociacion-mutual-de-proteccion-familiar-ar,industrial_manufacturing,manufacturing,weighted,3.0,
233,ext::ungc::agrovet-market-s-a-pe,ict_digital_media,healthcare_pharma_biotech,weighted,5.5,
234,ext::ungc::brasilprev-seguros-e-previdencia-s-a-br,finance_insurance_capital,ict_telecom,weighted,3.0,
235,948,oil_gas,transport_logistics,weighted,5.5,
236,ext::ungc::fundacion-malpelo-y-otros-ecosistemas-marinos-co,ict_digital_media,public_social_education,alias,,
237,713,ict_digital_media,ict_telecom,weighted,4.5,
238,ext::ungc::universidad-nacional-de-rosario-ar,ict_digital_media,public_social_education,alias,,
239,ext::ungc::genelec-de-colombia-s-a-s-co,energy_power_utilities,energy_power,weighted,2.0,
240,ext::ungc::universidad-manuela-beltr-n-seccional-bucaramanga-co,ict_digital_media,public_social_education,alias,,
241,ext::ungc::secovi-sp-br,ict_digital_media,ict_telecom,weighted,2.0,
242,ext::ungc::central-hidroelectrica-de-caldas-chec-co,energy_power_utilities,energy_power,weighted,2.0,
243,ext::bcorp::ignia-partners-llc-mx,finance_insurance_capital,transport_logistics,weighted,4.5,
244,ext::ungc::nomitek-mx,retail_consumer_services,retail_consumer,weighted,6.0,
245,ext::ungc::fresnillo-plc-mx,mining_materials,mining_metals,weighted,5.0,
247,ext::ungc::grupo-aeroportuario-del-centro-norte-s-a-b-de-c-v-oma-mx,transport_mobility_logistics,transport_logistics,weighted,7.5,
248,ext::ungc::mancera-s-c-ernst-young-mexico-mx,industrial_manufacturing,manufacturing,weighted,3.0,
249,ext::ungc::itaipu-binacional-brazil-br,energy_power_utilities,energy_power,weighted,2.0,
250,949,finance_insurance_capital,finance_insurance,weighted,5.5,
251,ext::ungc::tecnologica-de-alimentos-s-a-tasa-pe,agro_food_beverage,agro_food,weighted,5.5,
252,ext::ungc::cte-centro-de-tecnologia-de-edificacoes-ltda-br,construction_infrastructure_realestate,construction_realestate,weighted,3.0,
253,ext::bcorp::es-global-consulting-mx,transport_mobility_logistics,retail_consumer,alias,,
254,ext::ungc::instituto-argentino-del-petroleo-y-del-gas-ar,oil_gas,public_social_education,alias,,
255,ext::ungc::fortalecerse-co,ict_digital_media,ict_telecom,weighted,2.0,
256,ext::ungc::new-space-processamento-e-sistemas-ltda-br,industrial_manufacturing,manufacturing,weighted,3.0,
257,ext::ungc::eticagro-ar,agro_food_beverage,agro_food,weighted,5.5,
258,ext::ungc::grupo-sancor-seguros-ar,finance_insurance_capital,finance_insurance,weighted,2.5,
259,ext::ungc::caja-santandereana-de-subsidio-familiar-cajasan-co,ict_digital_media,ict_telecom,weighted,2.0,
260,ext::ungc::amaggi-br,agro_food_beverage,agro_food,weighted,5.5,
261,ext::ungc::universidad-del-norte-co,ict_digital_media,public_social_education,alias,,
262,ext::ungc::companhia-energetica-de-minas-gerais-br,energy_power_utilities,public_social_education,weighted,3.0,
263,501,finance_insurance_capital,finance_insurance,weighted,5.5,
265,ext::ungc::fundacion-luciernaga-ar,ict_digital_media,public_social_education,alias,,
266,ext::ungc::seguridad-atlas-ltda-co,industrial_manufacturing,manufacturing,weighted,3.0,
268,ext::ungc::bedson-s-a-ar,retail_consumer_services,retail_consumer,weighted,6.0,
269,ext::ungc::grupo-nacional-provincial-s-a-b-mx,finance_insurance_capital,finance_insurance,weighted,2.5,
271,ext::ungc::fundacion-agreste-ecologia-y-medio-ambiente-ar,environmental_circular_services,public_social_education,alias,,
272,ext::ungc::asociacion-conciencia-ar,ict_digital_media,ict_telecom,weighted,2.0,
273,ext::ungc::centro-comercial-e-industrial-de-rafaela-y-regi-n-ar,transport_mobility_logistics,transport_logistics,weighted,7.5,
274,ext::ungc::grupo-de-inversiones-suramericana-co,finance_insurance_capital,ict_telecom,weighted,3.0,
275,ext::ungc::conselho-regional-de-engenharia-e-agronomia-do-paran-crea-pr-br,agro_food_beverage,agro_food,weighted,5.5,
276,ext::ungc::nalsani-s-a-s-co,agro_food_beverage,agro_food,weighted,5.5,
277,ext::ungc::oi-oi-s-a-br,ict_digital_media,ict_telecom,weighted,4.5,
278,ext::ungc::mexichem-colombia-s-a-s-pavco-co,construction_infrastructure_realestate,construction_realestate,weighted,3.0,
279,ext::ungc::mc-bride-corp-mexico-sa-de-cv-mx,industrial_manufacturing,manufacturing,weighted,3.0,
280,958,transport_mobility_logistics,transport_logistics,weighted,7.5,
281,ext::ungc::fundacion-amanecer-co,ict_digital_media,public_social_education,alias,,
282,ext::ungc::fiagril-ltda-br,agro_food_beverage,agro_food,weighted,5.5,
283,ext::ungc::carrefour-argentina-inc-s-a-ar,retail_consumer_services,retail_consumer,weighted,6.0,
284,ext::ungc::fundacion-el-nogal-co,ict_digital_media,public_social_education,alias,,
285,ext::ungc::valpasa-industria-de-papel-ltda-br,industrial_manufacturing,manufacturing,weighted,3.0,
286,ext::ungc::wilson-sons-br,industrial_manufacturing,manufacturing,weighted,3.0,
287,ext::ungc::comfenalco-valle-delagente-co,ict_digital_media,ict_telecom,weighted,2.0,
288,ext::ungc::grupo-nutresa-s-a-co,agro_food_beverage,agro_food,weighted,5.5,
289,ext::ungc::associacao-goiana-de-administracao-agad-br,ict_digital_media,public_social_education,weighted,3.0,
290,ext::ungc::aiesec-mexico-a-c-mx,ict_digital_media,ict_telecom,weighted,2.0,
292,ext::ungc::caja-de-compensacion-familiar-del-valle-del-cauca-comfamilia-co,ict_digital_media,ict_telecom,weighted,2.0,
293,ext::ungc::suramericana-co,finance_insurance_capital,ict_telecom,weighted,3.0,
294,ext::ungc::universidad-manuela-beltr-n-bogot-co,ict_digital_media,public_social_education,alias,,
295,ext::ungc::harinera-del-valle-s-a-co,agro_food_beverage,agro_food,weighted,5.5,
296,ext::ungc::colegio-mayor-de-nuestra-se-ora-del-rosario-co,ict_digital_media,public_social_education,alias,,
297,ext::ungc::asociacion-de-bancos-privados-de-capital-argentino-ar,finance_insurance_capital,finance_insurance,weighted,5.5,
298,ext::ungc::lsqa-s-a-uy,industrial_manufacturing,manufacturing,weighted,3.0,
299,ext::ungc::choucair-cardenas-testing-s-a-co,ict_digital_media,ict_telecom,weighted,5.0,
300,ext::ungc::proteccion-s-a-co,agro_food_beverage,agro_food,weighted,5.5,
301,ext::ungc::fira-banco-de-mexico-mx,finance_insurance_capital,finance_insurance,weighted,5.5,
303,ext::ungc::lipsia-saicyf-ar,industrial_manufacturing,manufacturing,weighted,3.0,
304,ext::ungc::fundacao-fritz-muller-br,ict_digital_media,ict_telecom,weighted,2.0,
305,808,finance_insurance_capital,finance_insurance,weighted,5.5,
306,ext::ungc::colombina-s-a-co,agro_food_beverage,agro_food,weighted,5.5,
307,ext::ungc::socya-co,ict_digital_media,ict_telecom,weighted,2.0,
308,ext::ungc::instituto-colombiano-de-normas-tecnicas-icontec-co,ict_digital_media,public_social_education,alias,,
309,ext::ungc::associacao-educacional-cultural-e-assistencial-miesperanza-br,ict_digital_media,ict_telecom,weighted,2.0,
310,ext::ungc::grupo-agroindustrial-riopaila-castilla-co,industrial_manufacturing,manufacturing,weighted,3.0,
311,ext::ungc::organizaci-n-carvajal-co,industrial_manufacturing,manufacturing,weighted,3.0,
312,ext::ungc::ipade-business-school-mx,public_social_education,transport_logistics,weighted,2.0,
313,ext::ungc::empresa-de-energia-del-quindio-edeq-s-a-e-s-p-co,energy_power_utilities,energy_power,weighted,2.0,
314,ext::ungc::telefonica-brasil-br,ict_digital_media,ict_telecom,weighted,4.5,
315,ext::ungc::cogna-educa-o-br,agro_food_beverage,agro_food,weighted,7.5,
316,ext::ungc::cormoran-s-a-ar,retail_consumer_services,retail_consumer,weighted,6.0,
317,ext::ungc::softmanagement-s-a-co,ict_digital_media,ict_telecom,weighted,5.0,
