company_id,company_qid,company_name,country,industry,size_bin,source,signal_type,signal_strength,ts,url,title,text_snippet,climate_score,sentiment_label,sentiment_score
1,Q1001788,Compañía de Minas Buenaventura S.A.A.,PE,mining_metals,l,memberships,sbti,1.0,2024-07-18 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,7N A/S,1.0,positive,0.6
15,Q10276503,Estrada de Ferro Porto Murtinho a São Roque,BR,transport_logistics,m,memberships,sbti,1.0,2024-07-18 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,Medical Pharma Services s.r.o.,1.0,positive,0.6
1,Q1001788,Compañía de Minas Buenaventura S.A.A.,PE,mining_metals,l,memberships,sbti,1.0,2024-07-25 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,TIVOLI A/S,1.0,positive,0.6
1044,ext::corporaci-n-lindley-s-a-pe,Corporación Lindley S.A.,PE,agro_food,m,memberships,sbti,1.0,2024-08-01 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,CORPORACIÓN ACEROS AREQUIPA S.A.,1.0,positive,0.6
1,Q1001788,Compañía de Minas Buenaventura S.A.A.,PE,mining_metals,l,memberships,sbti,1.0,2024-08-01 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,COFACO INDUSTRIES S.A.C.,1.0,positive,0.6
1,Q1001788,Compañía de Minas Buenaventura S.A.A.,PE,mining_metals,l,memberships,sbti,1.0,2024-08-08 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,MAGOTTEAUX INTERNATIONAL S.A.,1.0,positive,0.6
1,Q1001788,Compañía de Minas Buenaventura S.A.A.,PE,mining_metals,l,memberships,sbti,1.0,2024-08-15 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,Metalfrio Solutions S.A.,1.0,positive,0.6
1,Q1001788,Compañía de Minas Buenaventura S.A.A.,PE,mining_metals,l,memberships,sbti,1.0,2024-08-22 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,Grupo Rotoplas S.A.B. de C.V.,1.0,positive,0.6
895,ext::grupo-anderson-s-mx,Grupo Anderson's,MX,retail_consumer,m,memberships,sbti,1.0,2024-08-22 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,Grupo Rotoplas S.A.B. de C.V.,1.0,positive,0.6
761,ext::lucha-libre-aaa-world-wide-mx,Lucha Libre AAA World Wide,MX,retail_consumer,m,memberships,sbti,1.0,2024-08-22 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,"World Wide Technology Holding Co., LLC",1.0,positive,0.6
1,Q1001788,Compañía de Minas Buenaventura S.A.A.,PE,mining_metals,l,memberships,sbti,1.0,2024-08-29 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,Topdanmark A/S,1.0,positive,0.6
488,ext::apisa-air-cargo-pe,Apisa Air Cargo,PE,transport_logistics,m,memberships,sbti,1.0,2024-08-29 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,National Air Cargo (Deutschland) GmbH,1.0,positive,0.6
1,Q1001788,Compañía de Minas Buenaventura S.A.A.,PE,mining_metals,l,memberships,sbti,1.0,2024-09-05 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,COMM2IG A/S,1.0,positive,0.6
906,Q1123957,Concha y Toro,CL,retail_consumer,m,memberships,sbti,1.0,2024-09-05 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,CONCHA Y TORO,1.0,positive,0.6
29,Q104419265,Barranquilla Railway and Pier Company Ltd,CO,construction_realestate,m,memberships,sbti,1.0,2024-09-05 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,"Nan Shan Life Insurance Company, Ltd.",1.0,positive,0.6
15,Q10276503,Estrada de Ferro Porto Murtinho a São Roque,BR,transport_logistics,m,memberships,sbti,1.0,2024-09-05 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,"MOKATE (Mokate S.A Mokate Sp. Z o.o. FPUH Mokate, Global Coffe Group Sp. Z o.o., Kubara Sp. Z o.o. MOKATE Czech s.r.r. MOKATE Slovakia s.r.o. MOKATE Hungary International Kft. MOKATE UK Ltd)",1.0,positive,0.6
15,Q10276503,Estrada de Ferro Porto Murtinho a São Roque,BR,transport_logistics,m,memberships,sbti,1.0,2024-09-12 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,UNIFERCO COMERCIO DE FERRO E AÇO LTDA,1.0,positive,0.6
29,Q104419265,Barranquilla Railway and Pier Company Ltd,CO,construction_realestate,m,memberships,sbti,1.0,2024-09-12 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,Albert Bartlett and Sons (Airdrie) Ltd.,1.0,positive,0.6
29,Q104419265,Barranquilla Railway and Pier Company Ltd,CO,construction_realestate,m,memberships,sbti,1.0,2024-09-12 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,Albert Bartlett and Sons (Airdrie) Ltd.,0.0,,0.0
1,Q1001788,Compañía de Minas Buenaventura S.A.A.,PE,mining_metals,l,memberships,sbti,1.0,2024-09-12 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,Sunion S.p.A,1.0,positive,0.6
352,Q20022051,Transporte Automotor La Plata S.A.,AR,transport_logistics,m,memberships,sbti,1.0,2024-09-12 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,Sunion S.p.A,0.0,,0.0
1,Q1001788,Compañía de Minas Buenaventura S.A.A.,PE,mining_metals,l,memberships,sbti,1.0,2024-09-19 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,Pirelli & C. S.p.A,1.0,positive,0.6
708,Q86739246,Indústria de Louças Zappi S/A,BR,manufacturing,m,memberships,sbti,1.0,2024-09-19 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,T/A Pol AS,0.0,,0.0
15,Q10276503,Estrada de Ferro Porto Murtinho a São Roque,BR,transport_logistics,m,memberships,sbti,1.0,2024-09-19 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,S+B Systemtechnik d.o.o.,1.0,positive,0.6
708,Q86739246,Indústria de Louças Zappi S/A,BR,manufacturing,m,memberships,sbti,1.0,2024-09-19 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,T/A Pol AS,1.0,positive,0.6
1,Q1001788,Compañía de Minas Buenaventura S.A.A.,PE,mining_metals,l,memberships,sbti,1.0,2024-09-26 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,Lojas Renner S.A.,1.0,positive,0.6
697,ext::azul-linhas-a-reas-brasileiras-br,Azul Linhas Aéreas Brasileiras,BR,transport_logistics,l,memberships,sbti,1.0,2024-10-03 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,Azul Linhas Aéreas SA,1.0,positive,0.6
352,Q20022051,Transporte Automotor La Plata S.A.,AR,transport_logistics,m,memberships,sbti,1.0,2024-10-10 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,OLON S.p.A.,0.0,,0.0
1,Q1001788,Compañía de Minas Buenaventura S.A.A.,PE,mining_metals,l,memberships,sbti,1.0,2024-10-10 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,Adriatica S.p.A.,1.0,positive,0.6
65,Q110044639,Servindustriales Del Valle,CO,chemicals_materials,m,memberships,sbti,1.0,2024-10-10 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,Textil del Valle S.A. BIC,1.0,positive,0.6
308,Q16489851,Buses Vule S.A.,CL,transport_logistics,m,memberships,sbti,1.0,2024-10-10 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,SES S.A.,1.0,positive,0.6
559,Q5653871,ARCO Aerolíneas Colonia S.A.,UY,transport_logistics,m,memberships,sbti,1.0,2024-10-10 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,OLON S.p.A.,1.0,positive,0.6
352,Q20022051,Transporte Automotor La Plata S.A.,AR,transport_logistics,m,memberships,sbti,1.0,2024-10-17 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,Crealis S.p.A.,0.0,,0.0
1,Q1001788,Compañía de Minas Buenaventura S.A.A.,PE,mining_metals,l,memberships,sbti,1.0,2024-10-17 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,La Agencia Global S.A. de C.V.,1.0,positive,0.6
1,Q1001788,Compañía de Minas Buenaventura S.A.A.,PE,mining_metals,l,memberships,sbti,1.0,2024-10-24 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,LEO Pharma A/S,1.0,positive,0.6
15,Q10276503,Estrada de Ferro Porto Murtinho a São Roque,BR,transport_logistics,m,memberships,sbti,1.0,2024-10-24 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,Benefit Management s.r.o.,1.0,positive,0.6
934,ext::municipal-bank-of-rosario-ar,Municipal Bank of Rosario,AR,finance_insurance,m,memberships,sbti,1.0,2024-10-24 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,Bank of Ireland Group plc,1.0,positive,0.6
1177,Q4887212,Benedetti's Pizza,MX,agro_food,m,memberships,sbti,1.0,2024-10-31 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,"Domino’s Pizza, Inc.",1.0,positive,0.6
285,Q1408009,Ferrovia Novoeste S.A.,BR,transport_logistics,m,memberships,sbti,1.0,2024-10-31 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,Novo Holdings A/S,1.0,positive,0.6
1,Q1001788,Compañía de Minas Buenaventura S.A.A.,PE,mining_metals,l,memberships,sbti,1.0,2024-10-31 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,PanzerGlass A/S,1.0,positive,0.6
1,Q1001788,Compañía de Minas Buenaventura S.A.A.,PE,mining_metals,l,memberships,sbti,1.0,2024-11-07 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,"WEST PACKAGING, S.A.",1.0,positive,0.6
1,Q1001788,Compañía de Minas Buenaventura S.A.A.,PE,mining_metals,l,memberships,sbti,1.0,2024-11-14 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,Haarslev Group A/S,1.0,positive,0.6
29,Q104419265,Barranquilla Railway and Pier Company Ltd,CO,construction_realestate,m,memberships,sbti,1.0,2024-11-14 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,The Billington Group (Edward Billington and Son Ltd.),1.0,positive,0.6
1144,ext::bank-of-the-republic-colombia-co,Bank of the Republic (Colombia),CO,finance_insurance,m,memberships,sbti,1.0,2024-11-21 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,"Boots UK, Boots Republic of Ireland and Boots Opticians",1.0,positive,0.6
15,Q10276503,Estrada de Ferro Porto Murtinho a São Roque,BR,transport_logistics,m,memberships,sbti,1.0,2024-11-21 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,"Worten - Equipamentos para o Lar, S.A.",1.0,positive,0.6
29,Q104419265,Barranquilla Railway and Pier Company Ltd,CO,construction_realestate,m,memberships,sbti,1.0,2024-11-21 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,"JIANGSU JILONG SPORT AND LEISURE PRODUCTS CO., LTD",1.0,positive,0.6
29,Q104419265,Barranquilla Railway and Pier Company Ltd,CO,construction_realestate,m,memberships,sbti,1.0,2024-11-21 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,Knowledge and Merchandising Inc Ltd,0.0,,0.0
1,Q1001788,Compañía de Minas Buenaventura S.A.A.,PE,mining_metals,l,memberships,sbti,1.0,2024-11-21 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,Kamstrup A/S,1.0,positive,0.6
352,Q20022051,Transporte Automotor La Plata S.A.,AR,transport_logistics,m,memberships,sbti,1.0,2024-11-28 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,METER S.p.A.,0.0,,0.0
1,Q1001788,Compañía de Minas Buenaventura S.A.A.,PE,mining_metals,l,memberships,sbti,1.0,2024-11-28 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,Sipral a.s.,1.0,positive,0.6
519,ext::compa-a-aeron-utica-uruguaya-s-a-uy,Compañía Aeronáutica Uruguaya S. A.,UY,transport_logistics,m,memberships,sbti,1.0,2024-11-28 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,SLN Tekstil ve Moda San. Tic. A.S.,0.0,,0.0
350,Q19609168,Companhia de Água e Esgoto do Ceará,BR,water_waste_circularity,m,memberships,sbti,1.0,2024-11-28 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,"SECIL – COMPANHIA GERAL DE CAL E CIMENTO, SA",1.0,positive,0.6
1,Q1001788,Compañía de Minas Buenaventura S.A.A.,PE,mining_metals,l,memberships,sbti,1.0,2024-12-05 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,ILVA a/s,1.0,positive,0.6
15,Q10276503,Estrada de Ferro Porto Murtinho a São Roque,BR,transport_logistics,m,memberships,sbti,1.0,2024-12-05 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,Electro Aço Altona S.A.,1.0,positive,0.6
1,Q1001788,Compañía de Minas Buenaventura S.A.A.,PE,mining_metals,l,memberships,sbti,1.0,2024-12-12 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,Fynbo Foods A/S,1.0,positive,0.6
352,Q20022051,Transporte Automotor La Plata S.A.,AR,transport_logistics,m,memberships,sbti,1.0,2024-12-12 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,Davines S.p.A.,0.0,,0.0
953,ext::brf-s-a-br,BRF S.A.,BR,agro_food,m,memberships,sbti,1.0,2024-12-12 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,BRF S.A.,1.0,positive,0.6
15,Q10276503,Estrada de Ferro Porto Murtinho a São Roque,BR,transport_logistics,m,memberships,sbti,1.0,2024-12-19 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,Brødrene A&O Johansen A/S,1.0,positive,0.6
953,ext::brf-s-a-br,BRF S.A.,BR,agro_food,m,memberships,sbti,1.0,2024-12-19 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,Brødrene A&O Johansen A/S,1.0,positive,0.6
1,Q1001788,Compañía de Minas Buenaventura S.A.A.,PE,mining_metals,l,memberships,sbti,1.0,2024-12-19 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,Icotera a/s,1.0,positive,0.6
847,ext::iansa-cl,IANSA,CL,agro_food,m,memberships,sbti,1.0,2025-01-09 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,IANSA,1.0,positive,0.6
29,Q104419265,Barranquilla Railway and Pier Company Ltd,CO,construction_realestate,m,memberships,sbti,1.0,2025-01-09 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,"Changzhou Minghe plastic and rubber Co.,ltd",1.0,positive,0.6
517,Q5123409,Compañía General de Ferrocarriles en la Provincia de Buenos Aires,AR,transport_logistics,m,memberships,sbti,1.0,2025-01-09 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,"Hellema, De Ruiter en Fortuin",1.0,positive,0.6
29,Q104419265,Barranquilla Railway and Pier Company Ltd,CO,construction_realestate,m,memberships,sbti,1.0,2025-01-09 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,"Changzhou Minghe plastic and rubber Co.,ltd",0.0,,0.0
930,ext::mover-participa-es-br,Mover Participações,BR,oil_gas,m,memberships,sbti,1.0,2025-01-09 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,MRV Engenharia e Participações S.A,1.0,positive,0.6
352,Q20022051,Transporte Automotor La Plata S.A.,AR,transport_logistics,m,memberships,sbti,1.0,2025-01-09 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,SAF S.P.A.,0.0,,0.0
1,Q1001788,Compañía de Minas Buenaventura S.A.A.,PE,mining_metals,l,memberships,sbti,1.0,2025-01-09 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,SAF S.P.A.,1.0,positive,0.6
1144,ext::bank-of-the-republic-colombia-co,Bank of the Republic (Colombia),CO,finance_insurance,m,memberships,sbti,1.0,2025-01-09 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,"The Shanghai Commercial & Savings Bank, Ltd.",1.0,positive,0.6
29,Q104419265,Barranquilla Railway and Pier Company Ltd,CO,construction_realestate,m,memberships,sbti,1.0,2025-01-16 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,"INTERNATIONAL PAPER AND SUN CARTONBOARD CO., LTD.",1.0,positive,0.6
708,Q86739246,Indústria de Louças Zappi S/A,BR,manufacturing,m,memberships,sbti,1.0,2025-01-16 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,"Cimpor-Indústria de Cimentos, S.A.",0.0,,0.0
708,Q86739246,Indústria de Louças Zappi S/A,BR,manufacturing,m,memberships,sbti,1.0,2025-01-16 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,"Cimpor-Indústria de Cimentos, S.A.",1.0,positive,0.6
1,Q1001788,Compañía de Minas Buenaventura S.A.A.,PE,mining_metals,l,memberships,sbti,1.0,2025-01-16 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,HusCompagniet A/S,1.0,positive,0.6
1,Q1001788,Compañía de Minas Buenaventura S.A.A.,PE,mining_metals,l,memberships,sbti,1.0,2025-01-23 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,SKIOLD GROUP A/S,1.0,positive,0.6
15,Q10276503,Estrada de Ferro Porto Murtinho a São Roque,BR,transport_logistics,m,memberships,sbti,1.0,2025-01-30 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,Packeta s.r.o.,1.0,positive,0.6
98,Q1121190,Companhia Brasileira de Trens Urbanos,BR,transport_logistics,m,memberships,sbti,1.0,2025-01-30 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,Companhia Energética de Minas Gerais - Cemig,1.0,positive,0.6
29,Q104419265,Barranquilla Railway and Pier Company Ltd,CO,construction_realestate,m,memberships,sbti,1.0,2025-01-30 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,"Nanping Senhui Bamboo and Wood Co., Ltd",1.0,positive,0.6
352,Q20022051,Transporte Automotor La Plata S.A.,AR,transport_logistics,m,memberships,sbti,1.0,2025-01-30 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,Italgen S.p.A.,0.0,,0.0
1,Q1001788,Compañía de Minas Buenaventura S.A.A.,PE,mining_metals,l,memberships,sbti,1.0,2025-01-30 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,Italgen S.p.A.,1.0,positive,0.6
15,Q10276503,Estrada de Ferro Porto Murtinho a São Roque,BR,transport_logistics,m,memberships,sbti,1.0,2025-02-20 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,Plakor Czech s.r.o.,1.0,positive,0.6
1,Q1001788,Compañía de Minas Buenaventura S.A.A.,PE,mining_metals,l,memberships,sbti,1.0,2025-02-27 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,Altri SGPS S.A.,1.0,positive,0.6
1,Q1001788,Compañía de Minas Buenaventura S.A.A.,PE,mining_metals,l,memberships,sbti,1.0,2025-03-06 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,Bellagroup A/S,1.0,positive,0.6
1,Q1001788,Compañía de Minas Buenaventura S.A.A.,PE,mining_metals,l,memberships,sbti,1.0,2025-03-13 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,OVS S.p.A,1.0,positive,0.6
29,Q104419265,Barranquilla Railway and Pier Company Ltd,CO,construction_realestate,m,memberships,sbti,1.0,2025-03-13 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,Sino Legend (China) Chemical Company Ltd.,1.0,positive,0.6
1,Q1001788,Compañía de Minas Buenaventura S.A.A.,PE,mining_metals,l,memberships,sbti,1.0,2025-03-20 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,Anvi Mexicana S.A de C.V.,1.0,positive,0.6
352,Q20022051,Transporte Automotor La Plata S.A.,AR,transport_logistics,m,memberships,sbti,1.0,2025-03-20 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,Terna S.p.A.,0.0,,0.0
1,Q1001788,Compañía de Minas Buenaventura S.A.A.,PE,mining_metals,l,memberships,sbti,1.0,2025-03-27 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,SEA Enterprises a.s.,1.0,positive,0.6
285,Q1408009,Ferrovia Novoeste S.A.,BR,transport_logistics,m,memberships,sbti,1.0,2025-04-03 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.,0.0,,0.0
344,Q18924139,Isaura S.A.,AR,oil_gas,m,memberships,sbti,1.0,2025-04-03 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,Deoleo Global S.A.U.,0.0,,0.0
352,Q20022051,Transporte Automotor La Plata S.A.,AR,transport_logistics,m,memberships,sbti,1.0,2025-04-03 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,MARCHIOL S.P.A.,0.0,,0.0
1,Q1001788,Compañía de Minas Buenaventura S.A.A.,PE,mining_metals,l,memberships,sbti,1.0,2025-04-03 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,Alfix A/S,1.0,positive,0.6
1144,ext::bank-of-the-republic-colombia-co,Bank of the Republic (Colombia),CO,finance_insurance,m,memberships,sbti,1.0,2025-04-10 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,The Stock Exchange of Thailand,1.0,positive,0.6
352,Q20022051,Transporte Automotor La Plata S.A.,AR,transport_logistics,m,memberships,sbti,1.0,2025-04-10 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,Cosmo S.p.A.,0.0,,0.0
1,Q1001788,Compañía de Minas Buenaventura S.A.A.,PE,mining_metals,l,memberships,sbti,1.0,2025-04-10 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,Cosmo S.p.A.,1.0,positive,0.6
1,Q1001788,Compañía de Minas Buenaventura S.A.A.,PE,mining_metals,l,memberships,sbti,1.0,2025-04-17 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,"Riopele - Têxteis, S.A",1.0,positive,0.6
285,Q1408009,Ferrovia Novoeste S.A.,BR,transport_logistics,m,memberships,sbti,1.0,2025-04-17 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,Novo Nordisk A/S,1.0,positive,0.6
352,Q20022051,Transporte Automotor La Plata S.A.,AR,transport_logistics,m,memberships,sbti,1.0,2025-04-24 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,CDS S.p.A,0.0,,0.0
1,Q1001788,Compañía de Minas Buenaventura S.A.A.,PE,mining_metals,l,memberships,sbti,1.0,2025-04-24 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,CDS S.p.A,1.0,positive,0.6
352,Q20022051,Transporte Automotor La Plata S.A.,AR,transport_logistics,m,memberships,sbti,1.0,2025-05-01 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,RINA S.p.A.,0.0,,0.0
1,Q1001788,Compañía de Minas Buenaventura S.A.A.,PE,mining_metals,l,memberships,sbti,1.0,2025-05-01 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,RINA S.p.A.,1.0,positive,0.6
1144,ext::bank-of-the-republic-colombia-co,Bank of the Republic (Colombia),CO,finance_insurance,m,memberships,sbti,1.0,2025-05-01 01:00:00,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Membership: sbti,Creators of the Outside World (CROWD),1.0,positive,0.6
